size,naive,better,blas
186,26004071,21930844,3400845
186,28058657,22675834,3347112
186,26273054,22060255,3344481
187,28867341,22383396,3402048
187,28456078,22359107,3450776
187,28410295,22260924,3789663
187,28534931,22343698,3398148
187,28374921,22308904,3443910
187,28412921,22890441,3442578
187,28347594,24252335,4770098
187,37470245,23872468,3397120
187,28559432,22365110,3451444
187,28356807,22361217,3393883
188,28869866,22732871,3508647
188,29528873,22837892,3457450
188,29020611,22700335,3510556
188,28827226,22804531,3505702
188,29441206,22800480,3455430
188,28909781,22670824,3508173
188,33344077,23331303,3457119
188,28932411,22820664,3594538
188,29640557,23355550,3639838
188,30486533,24012794,3637787
189,31853753,24921883,3790624
189,31830362,25567862,3896441
189,32546873,25639091,3895194
189,33034525,29644943,5607445
189,37903504,26445375,4052481
189,33451485,27292611,4120741
189,34400692,27046319,4125107
189,34733799,27025131,4123233
189,34496006,27046206,4123876
189,34446344,27093990,4187837
190,35979844,28288610,4319694
190,36454324,28254740,4322789
190,35987023,28244809,4323481
190,35953084,28318370,4324582
190,36037477,28346302,4323916
190,36101172,28205012,4333255
190,36034493,28326278,4322494
190,35927891,28363969,4320594
190,41221811,31218266,4334838
190,36135849,28184497,4325945
191,34143428,28905119,4396250
191,34228043,28721424,4384722
191,34287640,28716873,4384463
191,34135242,28671640,4382074
191,34142412,28635780,4471443
191,35355377,30235921,4524749
191,35338366,29476608,4528907
191,35252011,30641015,4568706
191,35446736,29610557,4521856
191,35484353,29569947,4521313
192,35713850,29168558,4441857
192,35013294,29155680,4493547
192,41095952,36516286,4527243
192,35056707,29086866,4504604
192,36739942,29134221,4511485
192,35126900,29142134,4509074
192,34912875,29140845,4513366
192,34902395,29117464,4513688
192,34839185,29217476,4501609
192,34905935,31334043,4665834
193,36684616,30597060,4668455
193,36605723,30741320,4658012
193,36767394,30492243,4664232
193,36824983,30149602,4519127
193,35599984,29620299,4531023
193,35575239,29585980,4520774
193,45771412,29923113,4519484
193,35635976,29729311,4522128
193,35436036,29736456,4520454
193,35658044,29601162,4521892
194,36185181,30916033,5124174
194,37374797,31201057,4756761
194,37169264,31019204,4739881
194,37900638,31092049,4753586
194,37095083,30957645,4747898
194,37347091,31055474,4747138
194,37062809,31194564,4754028
194,37176327,31033687,4749608
194,37237862,30988183,4753077
194,36778602,36725530,7683350
195,37062948,30652391,4664378
195,36456395,31052461,4661835
195,36567559,30559244,4666008
195,37271638,30574301,4661355
195,36559306,30538857,4663446
195,36543835,30615011,4660986
195,36902356,30536724,4660237
195,36555574,30687928,4666256
195,36552519,30549583,4660725
195,36584867,30633246,4659121
196,37112783,31097623,4747680
196,37067624,31125620,4747685
196,37043991,31133637,4743752
196,47018394,31241810,4805800
196,38307445,32073267,4897981
196,38231507,32049946,4890547
196,38260988,32201809,4894497
196,38016504,31043995,4744027
196,37045035,31178457,4747212
196,37057708,31876847,4743914
197,37759880,31514578,4801905
197,37709605,31596728,4809087
197,37743018,31502984,4803603
197,37776254,31521942,4803936
197,37691648,31586981,4813934
197,37763136,31510069,4812647
197,47319580,31881323,4812894
197,38070042,31636999,4803151
197,38145237,31569096,4801304
197,37736864,31589012,4800778
198,38558524,32046377,4882251
198,38666742,32036239,4879802
198,38674820,32628380,4952195
198,40007841,33024919,5040638
198,40057490,33057155,5037954
198,39864878,33005230,5041880
198,39576105,32067109,4887712
198,38658543,32020196,4881467
198,38643579,32068458,7191616
198,43497509,32095688,4885175
199,39359537,32494745,4963016
199,39361702,32511029,4950885
199,39396319,32477883,4957156
199,39305438,32456006,4962789
199,39303051,32530485,4956371
199,39921725,32541876,4952775
199,39324876,32443469,4961596
199,39315345,32541921,4951105
199,39339707,32515227,4948557
199,39337546,32433644,4961233
200,39398710,33011714,5041307
200,40927337,40693890,5282620
200,40951467,33932548,5197715
200,40681885,34040934,5242580
200,40738173,33957679,5262698
200,41334874,33605804,5040925
200,39470369,32981155,5042885
200,39450984,33057592,5043308
200,39751937,32957281,5031823
200,39503286,32988560,5042538
